"target_quarter","days_to_release","asof","actual","labour","expenditure","ar1","hist_mean"
"2021Q2",5,"2021-08-27",0.820432068513943,1.39657599903274,0.881493899408794,0.76935522985053,0.63583725449637
"2021Q2",1,"2021-08-31",0.820432068513943,1.39657599903274,-0.779432885729783,0.76935522985053,0.63583725449637
"2021Q3",150,"2021-07-04",-1.71277577411185,1.13458761353427,0.855518832087279,0.843496813889057,0.63583725449637
"2021Q3",120,"2021-08-03",-1.71277577411185,0.157696725572589,0.845249292150054,0.843496813889057,0.63583725449637
"2021Q3",90,"2021-09-02",-1.71277577411185,-0.180707247123748,1.18871958936867,0.840696862497088,0.626160174671518
"2021Q3",60,"2021-10-02",-1.71277577411185,-2.84148834127739,1.18871920619197,0.840696862497088,0.626160174671518
"2021Q3",45,"2021-10-17",-1.71277577411185,-2.54410839165481,1.18871910389045,0.840696862497088,0.626160174671518
"2021Q3",30,"2021-11-01",-1.71277577411185,-2.54410839165481,1.18871910389045,0.840696862497088,0.626160174671518
"2021Q3",20,"2021-11-11",-1.71277577411185,-2.54410839165481,1.18871933815488,0.840696862497088,0.626160174671518
"2021Q3",10,"2021-11-21",-1.71277577411185,-2.54410839165481,1.18871933815488,0.840696862497088,0.626160174671518
"2021Q3",5,"2021-11-26",-1.71277577411185,-2.54410839165481,1.08740892312083,0.840696862497088,0.626160174671518
"2021Q3",1,"2021-11-30",-1.71277577411185,-2.54410839165481,0.327366851548153,0.840696862497088,0.626160174671518
"2021Q4",150,"2021-10-03",3.62842419662923,-0.967905277815453,0.61999670116591,0.839616476491263,0.626160174671518
"2021Q4",120,"2021-11-02",3.62842419662923,-0.384121047131338,0.629753988615701,0.839616476491263,0.626160174671518
"2021Q4",90,"2021-12-02",3.62842419662923,-0.407303801665257,1.30485574440515,0.961901050124426,0.548484900872585
"2021Q4",60,"2022-01-01",3.62842419662923,2.14507120982003,4.26925370082856,0.961901050124426,0.548484900872585
"2021Q4",45,"2022-01-16",3.62842419662923,2.85754937901023,5.99208818644966,0.961901050124426,0.548484900872585
"2021Q4",30,"2022-01-31",3.62842419662923,2.85754937901023,5.99208818644966,0.961901050124426,0.548484900872585
"2021Q4",20,"2022-02-10",3.62842419662923,2.85754937901023,6.16571263224725,0.961901050124426,0.548484900872585
"2021Q4",10,"2022-02-20",3.62842419662923,2.85754937901023,6.16571263224725,0.961901050124426,0.548484900872585
"2021Q4",5,"2022-02-25",3.62842419662923,2.85754937901023,6.1850777057003,0.961901050124426,0.548484900872585
